transaction_id,customer_id,customer_name,region,product,invoice_date,shipment_date,recognition_date,quantity,sales_amount,cost_amount,return_amount,customer_tenure_days,risk_score,risk_level,risk_reasons,cutoff,post_period_return,high_value,negative_sale,margin_outlier,new_customer,date_mismatch,amount,suggested_procedure
INV005557,C0348,Customer 0348,Central China,Robot arm,2025-06-02,2025-06-03,2025-06-03,1,189772.3,144226.95,0,2320,0,Low,,False,False,False,False,False,False,False,189772.3,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005558,C0142,Customer 0142,Central China,Production cell,2025-08-07,2025-08-08,2025-08-08,5,3498398.73,2763735.0,0,1567,0,Low,,False,False,False,False,False,False,False,3498398.73,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005559,C0073,Customer 0073,North China,Inspection camera,2025-09-22,2025-09-22,2025-09-22,10,391929.18,250834.68,0,390,0,Low,,False,False,False,False,False,False,False,391929.18,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005560,C0275,Customer 0275,West China,Inspection camera,2025-03-28,2025-03-29,2025-03-29,7,271355.37,173667.44,0,1251,0,Low,,False,False,False,False,False,False,False,271355.37,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005561,C0017,Customer 0017,Export,Servo drive,2025-12-31,2025-12-31,2025-12-31,10,256778.87,184880.79,0,645,22,Medium,cutoff,True,False,False,False,False,False,False,256778.87,"Inspect contract, invoice and proof of delivery; test cut-off"
INV005562,C0093,Customer 0093,Central China,Production cell,2025-07-03,2025-07-03,2025-07-03,9,6284346.96,4964634.1,0,1927,0,Low,,False,False,False,False,False,False,False,6284346.96,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005563,C0075,Customer 0075,West China,Industrial sensor,2025-08-08,2025-08-08,2025-08-09,5,45521.73,30044.34,0,1230,0,Low,,False,False,False,False,False,False,False,45521.73,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005564,C0291,Customer 0291,Export,Industrial sensor,2025-09-20,2025-09-20,2025-09-20,5,41133.83,27148.33,0,1489,0,Low,,False,False,False,False,False,False,False,41133.83,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005565,C0121,Customer 0121,Central China,Robot arm,2025-06-08,2025-06-10,2025-06-11,9,1693107.67,1286761.83,0,-113,9,Low,new customer,False,False,False,False,False,True,False,1693107.67,Confirm balance and validate customer existence and commercial substance
INV005566,C0229,Customer 0229,South China,Control module,2025-03-03,2025-03-02,2025-03-02,7,114325.22,80027.65,0,867,0,Low,,False,False,False,False,False,False,False,114325.22,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005567,C0302,Customer 0302,South China,Production cell,2025-04-28,2025-04-27,2025-04-27,6,3842357.72,3035462.6,0,978,0,Low,,False,False,False,False,False,False,False,3842357.72,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005568,C0007,Customer 0007,East China,Production cell,2025-07-22,2025-07-22,2025-07-22,7,4931441.93,3895839.12,0,2142,0,Low,,False,False,False,False,False,False,False,4931441.93,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005569,C0178,Customer 0178,East China,Robot arm,2025-12-18,2025-12-17,2025-12-18,1,197604.07,150179.09,0,1190,0,Low,,False,False,False,False,False,False,False,197604.07,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005570,C0224,Customer 0224,Central China,Industrial sensor,2025-08-02,2025-08-01,2025-08-01,3,27131.8,17906.99,0,542,0,Low,,False,False,False,False,False,False,False,27131.8,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005571,C0146,Customer 0146,West China,Production cell,2025-12-31,2026-01-01,2026-01-02,11,7727543.57,6104759.42,0,486,37,High,cutoff; high value,True,False,True,False,False,False,False,7727543.57,"Inspect contract, invoice and proof of delivery; test cut-off"
INV005572,C0021,Customer 0021,Central China,Inspection camera,2025-01-12,2025-01-12,2025-01-12,3,121577.38,77809.52,0,662,0,Low,,False,False,False,False,False,False,False,121577.38,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005573,C0140,Customer 0140,Central China,Inspection camera,2025-01-06,2025-01-07,2025-01-07,8,320232.98,204949.11,0,2810,0,Low,,False,False,False,False,False,False,False,320232.98,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005574,C0179,Customer 0179,Export,Servo drive,2025-01-13,2025-01-12,2025-01-12,12,328289.65,236368.55,0,2353,0,Low,,False,False,False,False,False,False,False,328289.65,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005575,C0254,Customer 0254,North China,Industrial sensor,2025-09-14,2025-09-14,2025-09-14,3,26856.96,17725.6,0,1771,0,Low,,False,False,False,False,False,False,False,26856.96,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005576,C0251,Customer 0251,South China,Robot arm,2025-07-05,2025-07-04,2025-07-05,6,1073911.07,816172.41,0,2925,0,Low,,False,False,False,False,False,False,False,1073911.07,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005577,C0233,Customer 0233,North China,Control module,2025-10-18,2025-10-17,2025-10-17,8,117863.2,82504.24,0,338,0,Low,,False,False,False,False,False,False,False,117863.2,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005578,C0293,Customer 0293,South China,Production cell,2025-03-09,2025-03-09,2025-03-10,2,1354255.71,1069862.01,0,1758,0,Low,,False,False,False,False,False,False,False,1354255.71,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005579,C0017,Customer 0017,Export,Servo drive,2025-08-12,2025-08-12,2025-08-12,12,320199.26,230543.47,0,504,0,Low,,False,False,False,False,False,False,False,320199.26,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005580,C0318,Customer 0318,Export,Control module,2025-11-03,2025-11-05,2025-11-05,4,60834.44,42584.11,0,2052,0,Low,,False,False,False,False,False,False,False,60834.44,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005581,C0059,Customer 0059,West China,Industrial sensor,2025-07-12,2025-07-12,2025-07-12,6,54250.97,35805.64,0,392,0,Low,,False,False,False,False,False,False,False,54250.97,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005582,C0082,Customer 0082,Export,Servo drive,2025-03-14,2025-03-14,2025-03-14,9,260471.23,187539.28,0,2809,0,Low,,False,False,False,False,False,False,False,260471.23,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005583,C0299,Customer 0299,North China,Industrial sensor,2025-01-09,2025-01-09,2025-01-09,1,7997.72,5278.5,0,2543,0,Low,,False,False,False,False,False,False,False,7997.72,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005584,C0125,Customer 0125,Central China,Industrial sensor,2025-02-22,2025-02-24,2025-02-24,6,53247.87,35143.6,0,1079,0,Low,,False,False,False,False,False,False,False,53247.87,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005585,C0316,Customer 0316,Central China,Production cell,2025-08-22,2025-08-22,2025-08-22,11,6913547.75,5461702.72,0,2380,0,Low,,False,False,False,False,False,False,False,6913547.75,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005586,C0082,Customer 0082,Export,Control module,2025-04-14,2025-04-14,2025-04-14,8,124717.51,87302.25,0,2840,0,Low,,False,False,False,False,False,False,False,124717.51,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005587,C0145,Customer 0145,East China,Robot arm,2025-09-28,2025-09-29,2025-09-29,5,1003014.56,762291.07,0,969,0,Low,,False,False,False,False,False,False,False,1003014.56,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005588,C0168,Customer 0168,Export,Inspection camera,2025-04-14,2025-04-14,2025-04-14,3,131572.91,84206.66,0,882,0,Low,,False,False,False,False,False,False,False,131572.91,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005589,C0165,Customer 0165,South China,Production cell,2025-11-14,2025-11-15,2025-11-15,7,4748151.2,3751039.45,0,1961,0,Low,,False,False,False,False,False,False,False,4748151.2,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005590,C0214,Customer 0214,West China,Servo drive,2025-01-09,2025-01-08,2025-01-09,9,227720.29,163958.61,0,1252,0,Low,,False,False,False,False,False,False,False,227720.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005591,C0239,Customer 0239,South China,Servo drive,2025-08-31,2025-09-02,2025-09-02,4,111136.55,80018.32,0,3092,0,Low,,False,False,False,False,False,False,False,111136.55,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005592,C0187,Customer 0187,North China,Servo drive,2025-05-25,2025-05-27,2025-05-27,4,108402.15,78049.55,0,1335,0,Low,,False,False,False,False,False,False,False,108402.15,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005593,C0187,Customer 0187,North China,Control module,2025-09-06,2025-09-07,2025-09-07,6,90314.11,63219.88,48298.14,1439,18,Medium,post period return,False,True,False,False,False,False,False,90314.11,Inspect credit note and subsequent return; evaluate occurrence and variable consideration
INV005594,C0023,Customer 0023,Central China,Robot arm,2025-03-07,2025-03-07,2025-03-07,4,770552.48,585619.89,0,976,0,Low,,False,False,False,False,False,False,False,770552.48,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005595,C0320,Customer 0320,Central China,Production cell,2025-11-19,2025-11-19,2025-11-19,6,3826000.62,3022540.49,0,1110,0,Low,,False,False,False,False,False,False,False,3826000.62,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005596,C0097,Customer 0097,South China,Inspection camera,2025-05-10,2025-05-10,2025-05-10,11,488477.28,312625.46,0,2174,0,Low,,False,False,False,False,False,False,False,488477.28,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005597,C0256,Customer 0256,North China,Control module,2025-02-04,2025-02-04,2025-02-04,4,59664.78,41765.35,0,956,0,Low,,False,False,False,False,False,False,False,59664.78,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005598,C0188,Customer 0188,Export,Robot arm,2025-05-01,2025-05-02,2025-05-02,12,2201085.83,1672825.23,0,2343,0,Low,,False,False,False,False,False,False,False,2201085.83,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005599,C0308,Customer 0308,North China,Inspection camera,2025-09-15,2025-09-15,2025-09-15,10,405184.35,259317.98,0,1298,0,Low,,False,False,False,False,False,False,False,405184.35,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005600,C0131,Customer 0131,Export,Robot arm,2025-03-01,2025-03-01,2025-03-01,4,789868.65,600300.18,0,1795,0,Low,,False,False,False,False,False,False,False,789868.65,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005601,C0069,Customer 0069,East China,Servo drive,2025-09-10,2025-09-09,2025-09-09,7,198434.29,142872.69,0,1580,0,Low,,False,False,False,False,False,False,False,198434.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005602,C0150,Customer 0150,North China,Industrial sensor,2025-05-08,2025-05-10,2025-05-10,10,92288.82,60910.62,0,1969,0,Low,,False,False,False,False,False,False,False,92288.82,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005603,C0140,Customer 0140,Central China,Control module,2025-06-24,2025-06-24,2025-06-24,6,88539.24,61977.46,0,2979,0,Low,,False,False,False,False,False,False,False,88539.24,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005604,C0122,Customer 0122,Export,Robot arm,2025-07-24,2025-07-23,2025-07-24,5,928355.05,705549.84,0,564,0,Low,,False,False,False,False,False,False,False,928355.05,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005605,C0223,Customer 0223,West China,Inspection camera,2025-04-25,2025-04-26,2025-04-26,6,269568.37,172523.75,114335.73,1834,18,Medium,post period return,False,True,False,False,False,False,False,269568.37,Inspect credit note and subsequent return; evaluate occurrence and variable consideration
INV005606,C0016,Customer 0016,Central China,Servo drive,2025-11-27,2025-11-28,2025-11-28,12,349340.81,251525.38,0,2074,0,Low,,False,False,False,False,False,False,False,349340.81,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005607,C0111,Customer 0111,Export,Servo drive,2025-04-04,2025-04-03,2025-04-03,12,322330.08,232077.66,0,370,0,Low,,False,False,False,False,False,False,False,322330.08,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005608,C0307,Customer 0307,Central China,Control module,2025-01-18,2025-01-19,2025-01-19,9,142198.64,99539.05,0,745,0,Low,,False,False,False,False,False,False,False,142198.64,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005609,C0330,Customer 0330,East China,Industrial sensor,2025-11-28,2025-11-29,2025-11-30,2,16349.81,10790.87,0,3101,0,Low,,False,False,False,False,False,False,False,16349.81,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005610,C0283,Customer 0283,South China,Industrial sensor,2025-11-25,2025-11-25,2025-11-25,12,105141.0,69393.06,0,266,0,Low,,False,False,False,False,False,False,False,105141.0,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005611,C0338,Customer 0338,West China,Servo drive,2025-03-03,2025-03-03,2025-03-03,2,56081.63,40378.77,0,2295,0,Low,,False,False,False,False,False,False,False,56081.63,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005612,C0157,Customer 0157,South China,Production cell,2025-11-07,2025-11-07,2025-11-07,10,6793456.24,5366830.43,0,661,0,Low,,False,False,False,False,False,False,False,6793456.24,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005613,C0002,Customer 0002,Export,Inspection camera,2025-01-14,2025-01-13,2025-01-14,11,464299.96,297151.97,0,839,0,Low,,False,False,False,False,False,False,False,464299.96,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005614,C0182,Customer 0182,South China,Control module,2025-09-15,2025-09-15,2025-09-15,11,183965.7,128775.99,0,467,0,Low,,False,False,False,False,False,False,False,183965.7,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005615,C0196,Customer 0196,South China,Servo drive,2025-11-13,2025-11-13,2025-11-14,7,181290.68,130529.29,0,2222,0,Low,,False,False,False,False,False,False,False,181290.68,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005616,C0133,Customer 0133,East China,Industrial sensor,2025-08-22,2025-08-24,2025-08-24,4,35405.25,23367.46,0,757,0,Low,,False,False,False,False,False,False,False,35405.25,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005617,C0039,Customer 0039,West China,Robot arm,2025-05-03,2025-05-05,2025-05-05,5,947057.64,719763.81,0,1168,0,Low,,False,False,False,False,False,False,False,947057.64,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005618,C0158,Customer 0158,South China,Industrial sensor,2025-03-28,2025-03-29,2025-03-29,2,16302.58,10759.71,0,2770,0,Low,,False,False,False,False,False,False,False,16302.58,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005619,C0039,Customer 0039,West China,Control module,2025-08-21,2025-08-22,2025-08-22,4,61929.1,43350.37,0,1278,0,Low,,False,False,False,False,False,False,False,61929.1,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005620,C0256,Customer 0256,North China,Inspection camera,2025-09-05,2025-09-05,2025-09-05,9,400999.86,256639.91,0,1169,0,Low,,False,False,False,False,False,False,False,400999.86,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005621,C0288,Customer 0288,Central China,Control module,2025-06-10,2025-06-09,2025-06-10,6,90735.49,63514.85,0,2558,0,Low,,False,False,False,False,False,False,False,90735.49,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005622,C0181,Customer 0181,East China,Inspection camera,2025-12-19,2025-12-19,2025-12-19,9,382400.14,244736.09,0,2003,0,Low,,False,False,False,False,False,False,False,382400.14,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005623,C0295,Customer 0295,Export,Control module,2025-11-10,2025-11-10,2025-11-10,1,16275.24,11392.67,0,1328,0,Low,,False,False,False,False,False,False,False,16275.24,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005624,C0216,Customer 0216,West China,Servo drive,2025-12-29,2025-12-29,2025-12-29,4,101542.75,73110.78,0,241,22,Medium,cutoff,True,False,False,False,False,False,False,101542.75,"Inspect contract, invoice and proof of delivery; test cut-off"
INV005625,C0095,Customer 0095,East China,Robot arm,2025-09-06,2025-09-06,2025-09-06,9,1567341.84,1191179.79,0,1349,0,Low,,False,False,False,False,False,False,False,1567341.84,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005626,C0040,Customer 0040,South China,Servo drive,2025-07-29,2025-07-29,2025-07-29,7,194886.03,140317.94,0,1657,0,Low,,False,False,False,False,False,False,False,194886.03,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005627,C0164,Customer 0164,Central China,Inspection camera,2025-08-27,2025-08-29,2025-08-29,4,154770.87,99053.36,0,913,0,Low,,False,False,False,False,False,False,False,154770.87,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005628,C0198,Customer 0198,East China,Inspection camera,2025-10-03,2025-10-02,2025-10-02,12,479765.09,307049.66,0,221,0,Low,,False,False,False,False,False,False,False,479765.09,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005629,C0182,Customer 0182,South China,Industrial sensor,2025-02-23,2025-02-23,2025-02-23,3,26016.65,17170.99,0,263,0,Low,,False,False,False,False,False,False,False,26016.65,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005630,C0058,Customer 0058,East China,Inspection camera,2025-04-01,2025-03-31,2025-03-31,11,476931.89,305236.41,0,2379,0,Low,,False,False,False,False,False,False,False,476931.89,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005631,C0140,Customer 0140,Central China,Robot arm,2025-02-25,2025-02-25,2025-02-25,1,198968.74,151216.24,0,2860,0,Low,,False,False,False,False,False,False,False,198968.74,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005632,C0201,Customer 0201,Central China,Inspection camera,2025-05-14,2025-05-14,2025-05-15,3,127190.94,81402.2,0,1112,0,Low,,False,False,False,False,False,False,False,127190.94,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005633,C0290,Customer 0290,South China,Industrial sensor,2025-12-11,2025-12-10,2025-12-11,3,27677.57,18267.2,0,189,0,Low,,False,False,False,False,False,False,False,27677.57,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005634,C0118,Customer 0118,East China,Production cell,2025-05-04,2025-05-03,2025-05-03,7,4589244.15,3625502.88,0,2082,0,Low,,False,False,False,False,False,False,False,4589244.15,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005635,C0159,Customer 0159,Export,Control module,2025-10-09,2025-10-10,2025-10-11,10,156704.8,109693.36,0,2586,0,Low,,False,False,False,False,False,False,False,156704.8,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005636,C0191,Customer 0191,East China,Control module,2025-10-20,2025-10-20,2025-10-20,5,79965.24,55975.67,0,3098,0,Low,,False,False,False,False,False,False,False,79965.24,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005637,C0074,Customer 0074,East China,Servo drive,2025-04-30,2025-04-30,2025-04-30,2,57877.45,41671.77,0,1706,0,Low,,False,False,False,False,False,False,False,57877.45,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005638,C0166,Customer 0166,Central China,Industrial sensor,2025-07-11,2025-07-11,2025-07-11,10,82977.21,54764.96,0,541,0,Low,,False,False,False,False,False,False,False,82977.21,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005639,C0335,Customer 0335,East China,Servo drive,2025-01-08,2025-01-08,2025-01-08,6,151952.53,109405.82,0,714,0,Low,,False,False,False,False,False,False,False,151952.53,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005640,C0329,Customer 0329,North China,Servo drive,2025-05-18,2025-05-18,2025-05-18,10,281301.68,202537.21,0,2657,0,Low,,False,False,False,False,False,False,False,281301.68,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005641,C0273,Customer 0273,South China,Inspection camera,2025-07-02,2025-07-02,2025-07-02,2,79266.23,50730.39,0,609,0,Low,,False,False,False,False,False,False,False,79266.23,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005642,C0250,Customer 0250,North China,Production cell,2025-08-03,2025-08-03,2025-08-03,4,2630762.81,2078302.62,0,3021,0,Low,,False,False,False,False,False,False,False,2630762.81,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005643,C0047,Customer 0047,Export,Servo drive,2025-02-22,2025-02-23,2025-02-23,7,198623.19,143008.7,0,1231,0,Low,,False,False,False,False,False,False,False,198623.19,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005644,C0201,Customer 0201,Central China,Industrial sensor,2025-03-25,2025-03-25,2025-03-26,5,43456.69,28681.42,0,1062,0,Low,,False,False,False,False,False,False,False,43456.69,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005645,C0148,Customer 0148,East China,Inspection camera,2025-07-16,2025-07-18,2025-07-19,2,83858.15,53669.21,0,3023,0,Low,,False,False,False,False,False,False,False,83858.15,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005646,C0247,Customer 0247,West China,Inspection camera,2025-02-22,2025-02-22,2025-02-22,4,179520.72,114893.26,0,2629,0,Low,,False,False,False,False,False,False,False,179520.72,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005647,C0213,Customer 0213,North China,Control module,2025-07-15,2025-07-17,2025-07-18,11,175503.32,122852.32,0,295,0,Low,,False,False,False,False,False,False,False,175503.32,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005648,C0124,Customer 0124,South China,Servo drive,2025-12-16,2025-12-16,2025-12-16,11,310089.33,223264.31,0,782,0,Low,,False,False,False,False,False,False,False,310089.33,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005649,C0100,Customer 0100,North China,Control module,2025-11-14,2025-11-16,2025-11-16,2,30869.91,21608.94,0,3128,0,Low,,False,False,False,False,False,False,False,30869.91,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005650,C0203,Customer 0203,Export,Servo drive,2025-06-13,2025-06-13,2025-06-13,4,102146.05,73545.16,0,1616,0,Low,,False,False,False,False,False,False,False,102146.05,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005651,C0236,Customer 0236,East China,Control module,2025-04-19,2025-04-21,2025-04-21,12,175778.25,123044.78,0,1643,0,Low,,False,False,False,False,False,False,False,175778.25,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005652,C0304,Customer 0304,South China,Control module,2025-12-06,2025-12-08,2025-12-08,10,158571.77,111000.24,0,2445,0,Low,,False,False,False,False,False,False,False,158571.77,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005653,C0222,Customer 0222,East China,Control module,2025-06-11,2025-06-11,2025-06-11,4,59719.55,41803.68,0,784,0,Low,,False,False,False,False,False,False,False,59719.55,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005654,C0011,Customer 0011,Central China,Production cell,2025-04-19,2025-04-19,2025-04-20,4,2905753.04,2295544.9,0,2169,0,Low,,False,False,False,False,False,False,False,2905753.04,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005655,C0099,Customer 0099,West China,Servo drive,2025-08-25,2025-08-25,2025-08-25,9,232405.16,167331.72,0,1487,0,Low,,False,False,False,False,False,False,False,232405.16,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005656,C0293,Customer 0293,South China,Industrial sensor,2025-11-17,2025-11-17,2025-11-17,4,34742.38,22929.97,0,2011,0,Low,,False,False,False,False,False,False,False,34742.38,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005657,C0324,Customer 0324,West China,Inspection camera,2025-10-27,2025-10-27,2025-10-27,8,329156.52,210660.17,0,1676,0,Low,,False,False,False,False,False,False,False,329156.52,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005658,C0192,Customer 0192,Export,Production cell,2025-01-18,2025-01-18,2025-01-18,1,634183.55,501005.01,0,205,0,Low,,False,False,False,False,False,False,False,634183.55,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005659,C0269,Customer 0269,North China,Industrial sensor,2025-10-16,2025-10-16,2025-10-16,7,61986.88,40911.34,0,505,0,Low,,False,False,False,False,False,False,False,61986.88,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005660,C0034,Customer 0034,North China,Robot arm,2025-02-17,2025-02-19,2025-02-19,11,1946232.01,1479136.33,0,226,0,Low,,False,False,False,False,False,False,False,1946232.01,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005661,C0030,Customer 0030,South China,Control module,2025-12-17,2025-12-16,2025-12-17,4,64945.4,45461.78,28937.0,1347,18,Medium,post period return,False,True,False,False,False,False,False,64945.4,Inspect credit note and subsequent return; evaluate occurrence and variable consideration
INV005662,C0263,Customer 0263,Central China,Industrial sensor,2025-08-14,2025-08-16,2025-08-16,5,44921.58,29648.24,0,2926,0,Low,,False,False,False,False,False,False,False,44921.58,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005663,C0211,Customer 0211,North China,Servo drive,2025-12-29,2025-12-29,2025-12-29,11,290803.92,209378.83,0,1634,22,Medium,cutoff,True,False,False,False,False,False,False,290803.92,"Inspect contract, invoice and proof of delivery; test cut-off"
INV005664,C0279,Customer 0279,Export,Industrial sensor,2025-06-23,2025-06-24,2025-06-24,3,27450.71,18117.47,0,1606,0,Low,,False,False,False,False,False,False,False,27450.71,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005665,C0299,Customer 0299,North China,Inspection camera,2025-02-08,2025-02-08,2025-02-09,11,451652.7,289057.73,0,2573,0,Low,,False,False,False,False,False,False,False,451652.7,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005666,C0146,Customer 0146,West China,Robot arm,2025-02-28,2025-02-28,2025-02-28,11,1995558.13,1516624.18,0,180,0,Low,,False,False,False,False,False,False,False,1995558.13,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005667,C0208,Customer 0208,North China,Production cell,2025-02-27,2025-02-26,2025-02-26,2,1294198.63,1022416.91,0,2290,0,Low,,False,False,False,False,False,False,False,1294198.63,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005668,C0298,Customer 0298,East China,Industrial sensor,2025-05-22,2025-05-22,2025-05-22,8,66067.28,43604.4,0,1135,0,Low,,False,False,False,False,False,False,False,66067.28,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005669,C0286,Customer 0286,South China,Robot arm,2025-04-20,2025-04-20,2025-04-20,12,2203524.34,1674678.5,0,1805,0,Low,,False,False,False,False,False,False,False,2203524.34,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005670,C0233,Customer 0233,North China,Control module,2025-11-04,2025-11-03,2025-11-03,4,66171.74,46320.22,0,355,0,Low,,False,False,False,False,False,False,False,66171.74,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV005671,C0112,Customer 0112,North China,Inspection camera,2025-06-12,2025-06-11,2025-06-11,5,212608.58,136069.49,0,1009,0,Low,,False,False,False,False,False,False,False,212608.58,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
